発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,カウント,メモリ(S-RAM)(Kbit),👥クリエイターズ👨‍💼👨‍💻🎨,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,
1995-02-17,バンダイ,ヤムヤム,-,6,ACT,"￥9,800","￥10,000代",0,64,,,,,フランク・デ・ヴォール,ローレンス・ロマン,,
1995-02-17,ビクターエンタテインメント,タイムコップ,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,マーク・アイシャム,マイク・リチャードソン|マーク・ヴァーヘイデン,,
1995-02-17,光栄,提督の決断Ⅱ,-,9,SLG,"￥14,800","￥15,000代",0,256,,,,,,,,
1995-02-17,バップ,柏木重孝のTOPWATERBASSING(トップウォーターバッシング),-,7,SPT,"￥14,800","￥15,000代",0,0,,,,,,,,
1995-02-17,アルトロン,チェスマスター,-,2,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-02-17,サミー,銀玉親方の実戦パチンコ必勝法,-,6,TBL,"￥10,500","￥10,500代",0,64,,,,,,,,
1995-02-19,アトラス,魔神転生Ⅱスパイラルネメシス,-,9,SLG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-02-24,ビクターエンタテインメント,クラシック・ロードⅡ,-,7,ETC,"￥12,800","￥13,000代",0,256,,,,,,,,
1995-02-24,ベック,TurfMemories,-,7,ETC,"￥11,600","￥11,500代",0,256,,,,,,,,
1995-02-24,バンダイ,美少女戦士セーラームーンSくるっくりん,-,2,PZL,"￥6,800","￥7,000代",0,0,,,,,,,,
1995-02-24,BPS,ドリフトキング首都高バトル2,-,6,RCG,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-02-24,ビスコ,スーパードリフトアウト,-,7,RCG,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-02-24,タイトー,エストポリス伝記Ⅱ,30,8,RPG,"￥9,980","￥10,000代",0,64,,宮田正英,すずきあきひろ,くるがみ龍|安藤謙次,塩生康範,宮田正英,,
1995-02-24,スクウェア,FRONTMISSION(フロントミッション),31,9,SLG,"￥11,400","￥11,500代",0,64,,岩崎秀雄,大矢哲也|小山田衛|国吉徹|松澤高広,天野喜孝,下村陽子|松枝賀子,岩崎秀雄,土田俊郎|橋本真司,
1995-02-24,バリエ,NAGELIBRE静寂の水深,-,6,SLG,"￥9,800","￥10,000代",0,64,,中嶌彩姫,谷雅人|ガク,岡本稔,高浜祐輔|志知道彦,,,
1995-02-24,バンプレスト,ファーランドストーリー,-,7,SLG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-02-24,アクレイムジャパン,NFLクォーターバッククラブ'95,-,9,SPT,"￥11,800","￥12,000代",0,16,,,,,,,,
1995-02-24,アクレイムジャパン,NBAJAMトーナメントエディション,-,9,SPT,"￥11,800","￥12,000代",0,16,,,,,,,,
1995-02-24,コナミ,実況パワフルプロ野球2,31,8,SPT,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-02-24,バンダイ,テレビアニメスラムダンク2IH予選完全版!!,-,9,SPT,"￥10,800","￥11,000代",0,0,,,,,,,,
1995-02-24,ショウエイシステム,HEIWAパチンコワールド,-,6,TBL,"￥9,900","￥10,000代",0,16,,,,,仲里幸広,,,
1995-02-24,バンプレスト,バトルピンボール,-,5,TBL,"￥6,800","￥7,000代",0,0,,,,,,,,
1995-02-24,ヘクト,将棋倶楽部,-,1,TBL,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-02-25,インテック,おとぼけ忍者コロシアム,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-02-25,徳間書店インターメディアカンパニー,永遠のフィレーナ,-,6,RPG,"￥9,800","￥10,000代",0,64,,,,小泉謙三,,首藤剛志,,
1995-03-01,ハドソン,スーパーボンバーマンぱにっくボンバーW,-,4,PZL,"￥8,900","￥9,000代",0,64,,豊嶋真人,落合雄一,藤原茂樹|水野祥司,竹間淳|小谷野謙一|崎元仁,,松永智史|堀尾孝文,
1995-03-03,バリエ,アンダーカバーコップス,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,冷牟田卓志,,,
1995-03-03,アスミック,スーパーエアダイバー2,-,5,SHT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-03-03,ナムコ,スーパーファミスタ4,-,7,SPT,"￥9,500","￥9,500代",0,64,,,,石田太輔|岸本好弘(きっしい)|しましま〜〜〜,中川浩二|堀込高樹|ずん,,,
1995-03-04,アトラス,ラストバイブルⅢ,-,9,ACT,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-03-04,ツクダオリジナル,スーパーマッドチャンプ,-,6,RCG,"￥9,600","￥9,500代",0,0,,,,,,,,
1995-03-10,パック・イン・ビデオ,マジカルポップン,-,7,ACT,"￥9,800","￥10,000代",0,0,,,谷広幸,谷広幸|中嶋秀敏|田尻一直|保屋野潤|赤井孝美,石橋一郎,,和田康宏|原昭太郎,
1995-03-11,スクウェア,クロノ・トリガー,34,10,RPG,"￥11,400","￥11,500代",203,64,,北瀬佳範|時田貴司|松井聡彦,小久保啓三|樋口勝久,鳥山明|野村哲也|直良有祐|本根康之,光田康典|植松伸夫|松枝賀子,堀井雄二(監修)|加藤正人,坂口博信(EP)|青木和彦,
1995-03-17,エポック社,スパイダーマンリーサルフォーズ,-,6,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-03-17,カプコン,キャプテンコマンドー,-,7,ACT,"￥9,800","￥10,000代",0,0,,,江川陽一|横山顕広|上野智弘|吉住延也,安田朗|大野純一|栗原明美|おうじよしあき|中村会里,泉谷雅樹,,,
1995-03-17,データム・ポリスター,負けるな!魔剣道2決めろ!妖怪総理大臣,-,7,ACT,"￥9,500","￥9,500代",0,0,,,,,,,,
1995-03-17,バップ,スプリンター物語めざせ一攫千金,-,6,ETC,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-03-17,BPS,スーパーボンブリス,-,2,PZL,"￥7,500","￥7,500代",0,16,,,,,,,,
1995-03-17,ビック東海,おらがランド主催ベストファーマー収穫祭,-,2,PZL,"￥7,800","￥8,000代",0,0,,,,,,,,
1995-03-17,バンプレスト,バトルレーサーズ,-,4,RCG,"￥9,800","￥10,000代",0,16,,山田俊彦|金谷明,田端紀行,熊倉賢一,林克洋,,下道隆,
1995-03-17,エニックス,熱血大陸バーニングヒーローズ,-,7,RPG,"￥10,800","￥11,000代",0,64,,,渡辺紀之|菊地正彦|佃皇治|地場衛,佐野一直|横塚英一郎|田村純一|竹浪秀行,榎木淳|赤堀正直,田村純一,菊本裕智|斉藤陽介,
1995-03-17,徳間書店インターメディアカンパニー,ラブクエスト,-,6,RPG,"￥9,800","￥10,000代",0,16,,なかむらふみお,おおかわひろき|かとうみえこ|みとおさむ|さわだたけし|なかがわひろゆき,弓月光|まがたたかゆき,みゃ～んすずき|もりかわこうじ,イワタカヅト,山森尚,
1995-03-17,バンプレスト,第4次スーパーロボット大戦,31,9,SLG,"￥12,800","￥13,000代",38,64,,阪田雅彦,庄真宏,戸田篤樹,山根昇|藤本大輔,阪田雅彦,じっぱひとからげ,
1995-03-17,ハドソン,Jリーグスーパーサッカー'95実況スタジアム,-,7,SPT,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-03-17,ビクターエンタテインメント,スーパー雀豪,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-03-17,メルダック,スーパーピンボール2ザ・アメージングオデッセイ,-,6,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-03-18,光栄,ウイニングポスト2,-,9,ETC,"￥12,800","￥13,000代",0,256,,,,,タケカワユキヒデ|新井智詞|山崎洋一|楠瀬誠志郎|小西貴雄,,シブサワ・コウ,
1995-03-21,テクモ,TURFHERO,-,7,ETC,"￥12,800","￥13,000代",0,256,,,,,,,,
1995-03-24,カプコン,ロックマン7宿命の対決!,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-03-24,ナムコ,幽☆遊☆白書FINAL魔界最強列伝,-,9,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-03-24,バンダイ,ドラゴンボールZ超悟空伝突撃編,-,7,ADV,"￥10,800","￥11,000代",0,64,,島田晋作,干焼蝦仁|蓮蓉寿桃,竹花欣也|清水厚二|うりぼう|玉井裕和|荒井翔子|柴田正伸|そば|MIP,山本健司,,鈴木敏弘,
1995-03-24,テイチク,スーパー馬券王'95,-,4,ETC,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-03-24,パック・イン・ビデオ,ジ・アトラス,-,7,SLG,"￥10,800","￥11,000代",0,256,,,,,,,,
1995-03-24,イマジニア,高速思考将棋皇,-,4,TBL,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-03-24,サンソフト,必殺パチンココレクション2,-,7,TBL,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-03-25,光栄,エミットvol.1時の迷子,-,9,ETC,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-03-25,光栄,エミットvol.2命がけの旅,-,9,ETC,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-03-25,光栄,エミットvol.3私にさよならを,-,9,ETC,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-03-30,光栄,復刻版スーパー三國志Ⅱ,-,4,SLG,"￥9,800","￥10,000代",0,256,,,,,,,,
1995-03-30,日本テレネット,京楽・三洋・豊丸Parlor!パーラー!(パーラーパーラー),-,7,TBL,"￥11,800","￥12,000代",0,64,,,,,,,,
1995-03-31,カプコン,ミッキーマニア,-,7,ACT,"￥9,500","￥9,500代",0,0,,,,,,,,
1995-03-31,サンソフト,であえ殿様あっぱれ一番,-,6,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-03-31,トミー,エスパークス異次空からの来訪者,-,6,ACT,"￥9,500","￥9,500代",0,64,,,,,,,,
1995-03-31,アスキー,RPGツクールSUPERDANTE,31,4,ETC,"￥9,800","￥10,000代",0,256,,,,,,,,
1995-03-31,バリエ,最高速思考将棋・麻雀,-,2,ETC,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-03-31,アトラス,旧約・女神転生,-,7,RPG,"￥10,800","￥11,000代",0,64,,,,,MACCO(サウンドコンポジション)|YMOH.S(サウンドコンポーザー),,,
1995-03-31,TNN,史上最強リーグセリエAAceStriker,-,6,SPT,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-03-31,ヒューマン,スーパーフォーメーションサッカー'95dellaセリエA,-,6,SPT,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-03-31,イマジニア,近代麻雀スペシャル,-,4,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-03-31,トミー,ザ・モノポリーゲーム2,30,6,TBL,"￥11,500","￥11,500代",0,64,,,,,,,,
1995-03-31,トミー,羽生名人のおもしろ将棋,-,4,TBL,"￥12,000","￥12,000代",0,256,,,,,,,,
1995-04-01,タイトー,レディーストーカー過去からの挑戦,-,8,RPG,"￥9,980","￥10,000代",0,64,,西垣伸也,内藤寬,玉木美孝|吉田英博|平下陽二郎,菅井えり,西垣伸也|田川佳紀,,
1995-04-07,日本コンピュータシステム,全日本プロレス23・4武闘館,-,9,SPT,"￥10,080","￥10,000代",0,0,,進藤恭佐,菱川裕,石塚輝,水谷郁|岩月博之|大橋春男|山下絹代,,石塚輝,
1995-04-10,リコー,Getinthehole(レーザーバーディー付属カセット),-,6,SPT,"￥46,800","￥47,000代",0,64,,,,,,,,
1995-04-14,ココナッツジャパンエンターテイメント,RESARCANAディアーナ・レイ占いの迷宮,-,4,ETC,"￥9,500","￥9,500代",0,0,,,,,,,,
1995-04-14,日本物産,ぱずるんでス!,-,4,PZL,"￥8,980","￥9,000代",0,16,,,,,,,,
1995-04-21,エンジェル,なつきクライシスバトル,-,9,ACT,"￥10,800","￥11,000代",0,0,,,,藤川太|島村秀一,,鶴田洋久,,
1995-04-21,エニックス,魔法陣グルグル,-,7,RPG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-04-21,やのまん,アレサ外伝リジョイスアレサ王国の彼方,-,7,RPG,"￥9,900","￥10,000代",0,64,,,,,,,,
1995-04-21,ユタカ,真・聖刻ラ・ワース,-,6,RPG,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-04-21,バンダイ,ママレード・ボーイ,-,4,SLG,"￥9,800","￥10,000代",0,64,,矢部秋則,,馬越嘉彦,奥慶一,,,
1995-04-21,ベック,新SD戦国伝大将軍列伝,-,6,SLG,"￥9,800","￥10,000代",0,64,,とどろきよしふみ,石神宏紀|おおのかつお|鈴木敏弘|あべかくま|カイザー,山田大夏|横井孝二|今石進,平沢道也|佐々木筑柴,平松昭彦|ますだけんいち,飯田和憲,
1995-04-21,EAV,タクティカルサッカー,-,6,SPT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-04-21,セタ,スーパーリアル麻雀PVパラダイスオールスター4人打ち,-,6,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-04-21,POW,宮路社長のパチンコファン勝利宣言2,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-04-21,ボトムアップ,スーパートランプコレクション,-,2,TBL,"￥8,900","￥9,000代",0,0,,,,,,,,
1995-04-28,アクレイムジャパン,トゥルーライズ,-,7,ACT,"￥10,900","￥11,000代",0,0,,,,,ブラッド・フィーデル,クロード・ジディ|シモン・ミシェル|ディディエ・カミンカ,,
1995-04-28,ハドソン,スーパーボンバーマン3,-,6,ACT,"￥8,900","￥9,000代",0,0,,藤原茂樹,青山光(青山公士)|三上哲|増田竜一,渡辺達光|水野祥司|吉見直人,竹間淳|星恵太,,,
1995-04-28,ケムコ,ストーンプロテクターズ,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-04-28,メディアリング,3次元格闘ボールズ,-,4,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-04-28,ヴィジット,タロットミステリー,-,4,ETC,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-04-28,ケムコ,プラネットチャンプTG3000,-,4,RCG,"￥9,500","￥9,500代",0,0,,,,,,,,
1995-04-28,エポック社,Jリーグエキサイトステージ'95,34,6,SPT,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-04-28,パック・イン・ビデオ,川のぬし釣り2,31,6,SPT,"￥10,800","￥11,000代",0,64,,,,,林克洋|菅井健司,,,
1995-04-28,ヘクト,シミュレーションプロ野球,-,7,SPT,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-04-28,アスキー,牌勢麻雀凌駕,-,4,TBL,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-04-28,ギャップス,初段位認定初段プロ麻雀,-,2,TBL,"￥9,800","￥10,000代",0,16,,,,,,,,
1995-04-28,バンプレスト,スーパーパチンコ大戦,-,2,TBL,"￥6,900","￥7,000代",0,0,,,,,,,,
1995-05-19,三井不動産、電通,スヌーピーコンサート,-,7,ACT,"￥9,800","￥10,000代",0,0,,清水一伸,鈴木彦孝|住知之|かわしまこういち,高橋英子|清水一伸|小山隆,田中宏和|濱野美奈子,,たかみひろお,
1995-05-19,ライトスタッフ,バトルタイクーン,-,9,ACT,"￥10,980","￥11,000代",0,16,,,佐野敬之,チキンヘッド|赤石龍彌,澤下禎,山本剛,,
1995-05-19,アイマックス,スーパー競馬2,-,6,ETC,"￥11,800","￥12,000代",0,256,,,,,,,,
1995-05-19,EAV,シンジケート,-,4,SLG,"￥9,800","￥10,000代",0,16,,,,,,,,
1995-05-26,アクレイムジャパン,ウォーロック,-,7,ACT,"￥10,900","￥11,000代",0,0,,,,,,,,
1995-05-26,アクレイムジャパン,スターゲイト,-,7,ACT,"￥10,900","￥11,000代",0,0,,,,,,,,
1995-05-26,DEN'Z,スパークワールド,-,2,ACT,"￥8,500","￥8,500代",0,0,,,,,,,,
1995-05-26,ビクターエンタテインメント,グール・パトロール,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-05-26,カルチャーブレーン,コンピュータ脳力解析ウルトラ馬券,-,4,ETC,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-05-26,日本物産,ニチブツアーケードクラシックス,-,2,ETC,"￥5,980","￥6,000代",0,0,,,,,,,,
1995-05-26,バンプレスト,す～ぱ～なぞぷよルルーのルー,-,4,PZL,"￥9,200","￥9,000代",0,64,,,,,,,,
1995-05-26,イマジニア,シムシティ2000,-,7,SLG,"￥12,800","￥13,000代",0,256,,,,,,,,
1995-05-26,セタ,早指し二段森田将棋2,-,2,TBL,"￥14,900","￥15,000代",0,32,,,,,,,,
1995-05-26,バップ,パチンコ連チャン天国スーパーCRスペシャル,-,2,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-06-02,J・ウイング,真髄対局囲碁碁仙人,-,4,TBL,"￥15,500","￥15,500代",0,64,,,,,,,,
1995-06-09,角川書店,妖怪バスタールカの大冒険,-,4,ACT,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-06-09,ハドソン,エルファリアⅡ,-,7,RPG,"￥9,980","￥10,000代",0,64,,小崎整|桶谷正剛,桶谷正剛|さとうまさと,松下進,タケカワユキヒデ,あだちひろし|刈部雅章,和気正則|小林雅樹,
1995-06-10,DEN'Z,本家・SANKYOFEVER実機シミュレーション,-,6,TBL,"￥10,800","￥11,000代",0,0,,,,,,,,
1995-06-16,アテナ,夜光虫,-,7,ADV,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-06-23,イマジニア,Mr.Do!(ミスタードゥ),-,1,ACT,"￥5,980","￥6,000代",0,0,,,,上田和敏,,,,
1995-06-23,ケムコ,Pマン,-,4,ACT,"￥9,200","￥9,000代",0,0,,,,,,,,
1995-06-23,タカラ,アースワーム・ジム,30,9,ACT,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-06-23,ビクターエンタテインメント,スーパー・スター・ウォーズジェダイの復讐,-,7,ACT,"￥10,800","￥11,000代",0,0,,,,,,,,
1995-06-23,イマジニア,実戦競艇,-,6,ETC,"￥11,800","￥12,000代",0,16,,,,,,,,
1995-06-23,バンダイ,ルインアーム,-,8,RPG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-06-23,ビック東海,プリンセス・ミネルバ,-,7,RPG,"￥9,900","￥10,000代",0,64,,池本浩司,福田淳|横山欣也,石田走|松本文夫|井上博明,岩谷弘明,舞阪洸,鈴木理香,
1995-06-23,ケイエスエス,西陣パチンコ物語,-,4,TBL,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-06-23,パック・イン・ビデオ,トランプアイランド,-,2,TBL,"￥8,900","￥9,000代",0,0,,,,,,,,
1995-06-30,日本物産,スーパー競艇,-,5,ETC,"￥9,500","￥9,500代",0,64,,,,,,,,
1995-06-30,ヴァージンインタラクティブ,CircuitUSA(サーキットUSA),-,7,RCG,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-06-30,バンダイ,とっても!ラッキーマンラッキークッキールーレットで突撃～!!,-,4,RPG,"￥8,800","￥9,000代",0,0,,,,,,,,
1995-06-30,バンプレスト,グランヒストリア幻史世界記,-,7,RPG,"￥11,400","￥11,500代",0,64,,,,福地仁,武内基朗,會川昇|南原順,場崎順一|田中憲一|なかむらともあき,
1995-06-30,光栄,復刻版提督の決断,-,5,SLG,"￥9,800","￥10,000代",0,256,,,,,,,,
1995-06-30,サミー,ガメラギャオス撃滅作戦,-,6,SLG,"￥9,980","￥10,000代",0,64,,,,,,,,
1995-06-30,徳間書店インターメディアカンパニー,リトルマスター～虹色の魔石～,-,7,SLG,"￥9,900","￥10,000代",0,64,,川野忠仁,武田寧,川野忠仁|山本浩史|関本努|後藤滋,やまだゆうじ,川野忠仁,川野忠仁|中村文雄|真形隆之,
1995-06-30,日本コンピュータシステム,デアラングリッサー,31,7,SLG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-06-30,アクレイムジャパン,大物ブラックバスフィッシング人造湖編,-,7,SPT,"￥12,800","￥13,000代",0,64,,,,,,,,
1995-06-30,バリエ,新日本プロレスリング公認'95闘強導夢BATTLE7,-,9,SPT,"￥11,800","￥12,000代",0,0,,,,,,,,
1995-06-30,ヒューマン,スーパーファイヤープロレスリングクイーンズスペシャル,-,9,SPT,"￥11,400","￥11,500代",0,64,,高橋大輔,小林伸隆,高橋大輔|田村季章,奥村弥生,,,
1995-06-30,アテナ,プロ麻雀極Ⅲ,-,4,TBL,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-07-07,バップ,真・一攫千金,-,4,ETC,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-07-07,日本物産,スーパーF1サーカス外伝,-,5,RCG,"￥9,900","￥10,000代",0,64,,,,,,,,
1995-07-07,アウトリガー工房,史記英雄伝,-,6,RPG,"￥10,800","￥11,000代",0,64,,,,,,,,
1995-07-07,ハドソン,キャラバンシューティングコレクション,-,2,SHT,"￥6,800","￥7,000代",0,0,,,,,,,,
1995-07-07,BPS,できたてハイスクール,-,7,SLG,"￥9,990","￥10,000代",0,64,,,,,なし,,,
1995-07-07,カロッツェリアジャパン,パチンコチャレンジャー,-,4,TBL,"￥9,800","￥10,000代",0,0,,,,,,,,
1995-07-07,サミー,実戦パチスロ必勝法クラシック,-,4,TBL,"￥9,500","￥9,500代",0,64,,,,,,,,
1995-07-14,ポニーキャニオン,ピットフォールマヤの大冒険,-,7,ACT,"￥9,800","￥10,000代",0,0,,,,,ナオト・インティライミ(作詞・作曲),,,
1995-07-14,アイマックス,スーパー競輪,-,6,ETC,"￥9,800","￥10,000代",0,64,,,,,,,,
1995-07-14,日本物産,攻略カジノバー,-,4,ETC,"￥7,800","￥8,000代",0,0,,,,,,,,
1995-07-14,アトラス,KAT'SRUN全日本Kカー選手権,-,9,RCG,"￥10,800","￥11,000代",0,0,,,,,,,,
1995-07-14,エニックス,ミスティックアーク,-,10,RPG,"￥11,800","￥12,000代",0,64,,,すみたたけお,今田真二|鈴木俊之|平井隆之|わたなべおさむ|山田章博|米田仁士,森彰彦,,菊本裕智|斉藤陽介,
