発売日,メーカー,タイトル,⭐クロスレビュー(評価),容量(bit),ジャンル,価格,価格帯,売り上げ本数,ハード,👥クリエイターズ,👨‍💼ディレクター,👨‍💻プログラマー,🎨デザイナー/美術,🎵音楽,📝シナリオ,💼プロデューサー,カセットカラー,ラベル,「対戦」といえば？,「ハイスコア」といえば？,「クリアできなかった」といえば？,
1989-04-25,テクノスジャパン,ラベル,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-04-25,ナムコ,デビルマン,-,4,ADV,"￥5,500","￥5,500代",0,1,,,,小松原一男|神志那弘志,三沢郷,永井豪,,-,-,-,-,-,
1989-04-27,ナムコ,ドラゴンバスターⅡ闇の封印,-,4,ACT,"￥5,200","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1989-04-28,アイレム,HOLYDIVER(ホーリーダイヴァー),-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-04-28,日本物産,KEIBASIMULATION本命(競馬シュミレーション本命),-,4,SLG,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-01,トーワチキ,名探偵ホームズMからの挑戦状,-,5,ADV,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-02,ヘクト,株式道場実践編,-,5,SLG,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-12,コナミ,激亀忍者伝,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,船橋淳(FC)|Kris Hatlelid(MS-DOS)|Tony Williams(AST/C64),,,-,-,-,-,-,
1989-05-19,SNK,めざせ三冠王ベースボールスター,31,4,SPT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-19,カプコン,天地を喰らう,-,5,RPG,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-26,カルチャーブレーン,スーパーチャイニーズ2ドラゴンキッド,-,4,RPG,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-05-26,ソフエル,帰って来た！軍人将棋なんやそれ？,-,4,TBL,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-06-23,ナムコ,ラサール石井のチャイルズクエスト,-,4,RPG,"￥5,500","￥5,500代",0,1,,,,,小沢純子,,ラサール石井,-,-,-,-,-,
1989-06-25,バンダイ,SDガンダムワールドガチャポン戦士2カプセル戦記,-,4,SLG,"￥6,800","￥7,000代",0,1,,,,,,,,◾黒,対戦,15位,-,-,
1989-06-27,ナムコ,クインティ,-,4,ACT,"￥4,900","￥5,000代",0,1,,田尻智,新改裕二,田尻智|杉森建,増田順一,,田尻智,-,-,-,-,-,
1989-06-30,セタ,マーダークラブ,-,4,ADV,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-06-30,ケイアミューズメントリース,脱獄PRISONERSOFWAR,-,4,ACT,"￥5,600","￥5,500代",0,1,,,西田和弘,前田義久|藤原秀樹|かまだおさむ,田中敬一|おさかようこ|西田和弘,,ごとうあきら,-,-,-,-,-,
1989-07-13,ジャレコ,新燃えろプロ野球,-,5,SPT,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-07-14,ナムコ,ドラゴンニンジャ,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-14,ケムコ,ホワイトライオン伝説ピラミットの彼方に,-,4,RPG,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-14,ヘクト,囲碁指南,-,2,TBL,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-18,カプコン,ウィロー,-,4,RPG,"￥5,900","￥6,000代",0,1,,,,,ジェームズ・ホーナー,ボブ・ドルマン,,-,-,-,-,-,
1989-07-18,シグマ商事,必殺道場破り,-,4,ACT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-07-21,ナムコ,ケルナグール,-,4,ACT,"￥4,900","￥5,000代",0,1,,,内藤智,遠藤雅伸,大野木宜幸,,,-,対戦,16位,-,-,
1989-07-21,ハイスコアメディアワーク,ファリア封印の剣,-,4,RPG,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-21,タイトー,究極ハリキリスタジアム平成元年版,-,4,SPT,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-21,ビック東海,全米プロバスケット,-,4,SPT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-25,トンキンハウス,パーフェクトボウリング,-,4,SPT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-07-25,任天堂,MOTHER(マザー),31,5,RPG,"￥6,500","￥6,500代",0,1,,,,,岩代太郎,大森立嗣|港岳彦,,🟥赤,-,-,-,-,
1989-07-25,バンダイ,美味しんぼ究極のメニュー三本勝負,-,4,ADV,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-28,ナムコ,ファミスタ'89開幕版,-,4,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1989-07-31,ナムコ,スプラッターハウスわんぱくグラフィティ,-,4,ACT,"￥4,900","￥5,000代",0,1,,,篠原伸之|MYT JUSO,ながやまたいじ|JUNCHA|BAGUCHAN|HIDEBOU,ANNA PURUNA,,JJ PAGE,-,-,-,-,-,
1989-08-04,コナミ,コズミックウォーズ,-,4,SLG,"￥6,500","￥6,500代",0,1,,,松岡伸浩|村田司朗|山根秀直,霜出健治|木下まり,前沢秀憲|上高治己,,,-,-,-,-,-,
1989-08-04,CBSソニー,究極タイガー,-,4,SHT,"￥5,900","￥6,000代",0,1,,,弓削雅稔|上村建也,,弓削雅稔|上村建也,,,-,-,-,-,-,
1989-08-08,東宝,燃えるお兄さん,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,山田みちしろ,馬飼野康二,佐藤正,,-,-,-,-,-,
1989-08-08,バンダイ,名門第三野球部,-,4,SPT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-08-11,学習研究社,ムーランルージュ戦記メルヴィルの炎,-,4,SLG,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-08-21,ホットビィ,武田信玄2スーパー戦国シュミレーションゲーム,-,5,SLG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-08-24,CBSソニー,キャプテンED(えど),-,5,SHT,"￥5,900","￥6,000代",0,1,,,,迫由里香,平野義久,真島ヒロ,,-,-,-,-,-,
1989-08-25,コナミ,レーサーミニ四駆ジャパンカップ,-,4,RCG,"￥5,900","￥6,000代",0,1,,,亀和田光|永田昭彦|近藤隆司,戸隠のりやす,船橋淳,,,-,-,-,-,-,
1989-08-25,データイースト,ロボコップ,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,ベイジル・ポールドゥリス,エドワード・ニューマイヤー|マイケル・マイナー,,-,-,-,-,-,
1989-09-01,テクモ,激闘プロレス！！闘魂伝説,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-14,トーワチキ,アイドル八犬伝,-,4,ADV,"￥6,000","￥6,000代",0,1,,,大平浩|キャプテンつぼはち|吉川聡,近藤ゆたか,禎清宏|見里朝生,安藤尚彦,ウルトラかんさい|禎清宏,-,-,-,-,-,
1989-09-14,ポニーキャニオン,谷川浩司の将棋指南Ⅲ,-,4,TBL,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-19,カプコン,マルサの女,-,4,ADV,"￥5,900","￥6,000代",0,1,,,,,本多俊之,伊丹十三,,-,-,-,-,-,
1989-09-20,ポニーキャニオン,ウルティマ聖者への道,31,5,RPG,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-22,タイトー,中華大仙,-,4,SHT,"￥5,800","￥6,000代",0,1,,,,阿部幸雄|藤原英裕,,,,-,-,-,-,-,
1989-09-23,ココナッツジャパン,アメリカンドリーム(AMERICANDREAM),-,4,TBL,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-29,パックインビデオ,サンダーバード,-,4,SHT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-09-29,コナミ,ツインビー3ポコポコ大魔王,-,4,SHT,"￥5,500","￥5,500代",0,1,,,T.ひぐち|井上秀登,Y.たかき|D.そうま|小玉紀年,藤尾敦|船内秀浩|鈴木勝彦,,,-,-,-,-,-,
1989-09-29,サンソフト,マハラジャ,-,4,ADV,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-29,ケムコ,悪魔の招待状,-,4,ADV,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-29,ユース,明治維新,-,5,RPG,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-09-29,ジャレコ,落っことしパズルとんじゃん,-,4,PZL,"￥5,600","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-10-06,ケイアミューズメントリース,甲子園,-,4,SPT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-10-13,アスミック,ワールドスーパーテニス,-,4,SPT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-10-14,バリエ,ヴィナス戦記,-,4,SLG,"￥5,800","￥6,000代",0,1,,,,,久石譲,笹本祐一|安彦良和,,-,-,-,-,-,
1989-10-19,東映動画,北斗の拳3新世紀創造凄拳列伝,-,5,RPG,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-10-27,トンキンハウス,ソフトボール天国,-,4,SPT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-10-27,バンダイ,ドラゴンボール3悟空伝,-,4,RPG,"￥6,800","￥7,000代",0,1,,,,,安達春樹,,,-,-,-,-,-,
1989-10-27,アイレム,メジャーリーグ,-,4,SPT,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-10-27,カルチャーブレーン,超人ウルトラベースボール,-,4,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-10-27,エピックソニー,田代まさしのプリンセスがいっぱい,-,4,ACT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-10-31,光栄,麻雀大会,-,4,TBL,"￥7,800","￥8,000代",0,1,,,,,,,シブサワ・コウ,-,-,-,-,-,
1989-11-07,HAL研究所,御存知弥次喜多珍道中,-,5,ADV,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-11-10,テクノスジャパン,U.S.チャンピオンシップV'BALL,-,4,SPT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-11-10,ナツメ,ダンジョン＆マジックSWORDSOFELEMENT(ソードオブエレメント),-,4,RPG,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-11-17,アイレム,激突四駆バトル,-,4,RCG,"￥4,800","￥5,000代",0,1,,二見浩司,さいとうひろ,岡野修身|BEBOLDER HIROSHIMA,御守郁子,,,-,-,-,-,-,
1989-11-17,九娯貿易,忍者COPサイゾウ,-,4,ACT,"￥5,900","￥6,000代",0,1,,,TARO MACHIDA,NORIPI SAGAMI|DANICHI OONO,YOKI SHINJYUKU,,,-,-,-,-,-,
1989-11-24,アスミック,コズミックイプシロン,-,4,SHT,"￥6,500","￥6,500代",0,1,,,Kazenoofuu,Wozl,Endooo,,,-,-,-,-,-,
1989-11-24,シグマ商事,ベガスコネクションカジノより愛をこめて,-,5,TBL,"￥9,600","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1989-11-24,ジャレコ,寺尾のどすこい大相撲,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-11-25,タイトー,ゴルフッ子オープン,-,4,SPT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-11-30,スクウェア,スクウェアのトムソーヤ,-,5,RPG,"￥6,500","￥6,500代",0,1,,,安達景太郎|吉井清史|中村博史,ほしののぶゆき|伊藤裕之|みうらまさあき|星野雅紀|時田貴司,植松伸夫,小森豪人,,-,-,-,-,-,
1989-12-01,ビック東海,コンフリクト,-,4,SLG,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-01,バップ,TAO(タオ)道,-,4,RPG,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-01,ケムコ,ホステージ,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,アレクサンドル・デプラ,ロバート・クレイス,,-,-,-,-,-,
1989-12-01,パックインビデオ,未来戦史ライオス,-,5,SLG,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-08,バンダイ,おそ松くんバックトゥザミーの出っ歯の巻,-,4,ADV,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-08,アイジーエス,スーパーモグラたたきぽっくんモグラー,-,2,ACT,"￥6,900","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-08,タイトー,タイトーチェイスH.Q.,-,4,RCG,"￥5,900","￥6,000代",0,1,,,,酒匂弘幸,浅野孝已,,,-,-,-,-,-,
1989-12-08,東映動画,光と闇の戦い新里見八犬伝,-,5,RPG,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-08,ハドソン,星霊狩り,-,5,ADV,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-09,ポニーキャニオン,SUPERSTARプロレスリング,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,ミュージック・ビデオ 「Superstar」 - YouTube「I Don't Know」 - YouTube,,,-,-,-,-,-,
1989-12-15,ナツメ,アバドックス,-,4,SHT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,CBSソニー,かってにシロクマもりをすくえのまき,-,4,ADV,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,カプコン,スウィートホーム,-,5,RPG,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,コナミ,トップガンデュアルファイターズ,-,4,SHT,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,ジャレコ,ピンボールクエスト,-,4,TBL,"￥5,600","￥5,500代",0,1,,,,,林安芸人,,,-,-,-,-,-,
1989-12-15,エポック社,ファミコン野球盤,-,4,SPT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,タイトー,フリップル,-,2,PZL,"￥3,900","￥4,000代",0,1,,,,,古川典裕,,,-,-,-,-,-,
1989-12-15,テクモ,激闘スタジアム,-,4,SPT,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-15,アイレム,神仙伝,-,5,RPG,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-19,ココナッツジャパン,ILOVEソフトボール,-,4,SPT,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-19,ヘクト,エモやんの10倍プロ野球セリーグ編,-,4,SPT,"￥9,700","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-19,ポニーキャニオン,クォーターバックスクランブル,-,4,SPT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-19,ナムコ,ファミスタ'90,30,4,SPT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-20,ソフエル,ザ・マネーゲームⅡ兜町の奇跡,-,4,SLG,"￥5,900","￥6,000代",0,1,,,篠原正義|高橋範道|杉坂浩一|ドラゴン高橋|土津完保|山本忠行,山口裕司|山㟁栄一,大藤由美子(日本版)|村井俊夫(北米版),松沢博,,-,-,-,-,-,
1989-12-21,ジャレコ,ザロードオブキング,-,4,ACT,"￥5,600","￥5,500代",0,1,,竹森得泰,きんじょうさとる,竹森得泰|西村年幸|西村年幸|すごうともこ,横山清,,竹森得泰,-,-,-,-,-,
1989-12-22,エピックソニー,TMNETWORKLIVEINPOWERBOWL,-,4,ADV,"￥6,200","￥6,000代",0,1,,RYOTARO HASEGAWA,PARASOL TSUNAKAWA,HEADBAD KASAHARA|MUCHIUCHI KODAMA|DARK KOHJIRO|TOBOKETA OKAMOTO,TM NETWORK,HIROYUKI NAKADA,山元哲治,-,-,-,-,-,
1989-12-22,サンソフト,バットマン,-,4,ACT,"￥6,200","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-22,ナムコ,マッピーキッズ,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,岩永敦子,,,-,-,-,-,-,
1989-12-22,コナミ,悪魔城伝説,30,5,ACT,"￥6,500","￥6,500代",0,1,,赤松仁司,赤松仁司|たけもとみつお|奥田康雄|きたもとしんじ,I.Urata,船橋淳|森本幸恵|前沢秀憲|佐々木嘉則(欧米版),,,-,-,-,-,-,
1989-12-22,テクノスジャパン,双截龍ⅡTheRevenge,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-23,データイースト,ヘラクレスの栄光Ⅱタイタンの滅亡,-,5,RPG,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-23,ナツメ,中国雀士物語東風(トンフー),-,4,TBL,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1989-12-25,アスミック,名門！多古西応援団,-,4,SLG,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1989-12-27,ティーエスエス,スーパーラグビー,-,4,SPT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-01-05,コナミ,がんばれゴエモン外伝きえた黄金キセル,-,5,RPG,"￥6,980","￥7,000代",0,1,,,青山和浩|小川光章|山根秀直|亀和田光|近藤隆司,日下進|石原かずみち|寺田泰二|野崎助平|汾陽桂太,小倉努|場伶花|山根ミチル|上高治己|宮脇聡子,汾陽桂太,,-,-,-,-,-,
1990-01-06,HAL研究所,アドベンチャーズオブロロ,30,2,PZL,"￥4,900","￥5,000代",0,1,,,,,金指英樹,,,-,-,-,-,-,
1990-01-12,青木書店,囲碁名鑑,-,2,TBL,"￥9,680","￥9,500代",0,1,,,,,,,,-,-,-,-,-,
1990-01-26,カプコン,わんぱくダック夢冒険DUCKTALES,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-02-02,ヘクト,キャデラック,-,2,PZL,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1990-02-02,コナミ,SUPER魂斗羅(スーパーコントラ),-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-02-03,光栄,信長の野望戦国群雄伝,-,5,SLG,"￥11,800","￥12,000代",0,1,,,,,菅野よう子|山本光男,,シブサワ・コウ,-,-,-,-,-,
1990-02-06,東映動画,もっともあぶない刑事,-,4,ACT,"￥5,300","￥5,500代",0,1,,,,,都志見隆,柏原寛司,,-,-,-,-,-,
1990-02-11,エニックス,ドラゴンクエストⅣ導かれし者たち,37,6,RPG,"￥8,500","￥8,500代",310,1,,中村光一,内藤寬|山名学,鳥山明,すぎやまこういち,堀井雄二,千田幸信,◾黒,-,-,-,-,
1990-02-23,ポニーキャニオン,アークティック,-,4,PZL,"￥5,500","￥5,500代",0,1,,,,,,,,-,-,-,-,-,
1990-02-23,エポック社,キテレツ大百科,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,藤子・F・不二雄,,-,-,-,-,-,
1990-02-23,カプコン,デッドフォックス,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,下村陽子|民谷淳子,,,-,-,-,-,-,
1990-02-24,バンダイ,悪魔くん魔界の罠,-,4,RPG,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-02-27,アテナ,ドラゴンユニット,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-02,アイレム,西村京太郎ミステリースーパーエクスプレス殺人事件,-,4,ADV,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-03-02,ホットビィ,プレジデントの選択,-,5,SLG,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-02,データイースト,ヘビーバレル,-,4,ACT,"￥5,800","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-09,アスキー,ウィザードリィⅢダイヤモンドの騎士,32,4,RPG,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-03-09,タイトー,ドンドコドン,-,4,ACT,"￥5,900","￥6,000代",0,1,,,石田一朋|木下昌也,河上聖治|石川幸生|阿部幸雄|いしのみのり|沼田和博|五十嵐恒三|しのだてつや|V.A.P,高木正彦|山田靖子,,河上聖治|松本俊明|酒匂弘幸,-,-,-,-,-,
1990-03-09,コナミ,モアイくん,-,2,ACT,"￥4,800","￥5,000代",0,1,,村木摂|梅崎重治,柴田裕治,岸本方彰,上高治己,,,-,-,-,-,-,
1990-03-16,アイレム,イメージファイト,-,4,SHT,"￥6,500","￥6,500代",0,1,,,,,石田雅彦,,,-,-,-,-,-,
1990-03-16,カプコン,仮面の忍者花丸,-,4,ACT,"￥5,800","￥6,000代",0,1,,,東尾直樹,,,,,-,-,-,-,-,
1990-03-16,ケイアミューズメントリース,怒Ⅲ,-,4,ACT,"￥5,600","￥5,500代",0,1,,,,かまだおさむ,幡谷希久子|田中敬一,,,-,-,-,-,-,
1990-03-23,ビクター音楽産業,サンサーラナーガ,-,5,RPG,"￥7,500","￥7,500代",0,1,,押井守,藤沢昇,桜玉吉,川井憲次|笠井治|原田昌亮|なかやましんじ,伊藤和典,小森治信,-,-,-,-,-,
1990-03-23,データイースト,バルダーダッシュ,-,2,ACT,"￥4,900","￥5,000代",0,1,,,ピーター・リエパ|クリストファー・グレー,ピーター・リエパ|クリストファー・グレー,,,,-,-,-,-,-,
1990-03-23,ハドソン,魔神英雄伝ワタル外伝,-,5,RPG,"￥6,800","￥7,000代",0,1,,税所義仁|西澤龍一,渡辺勉|石塚路志人,吉原正訓|盛岡三奈,坂本慎一,,青山英治|川田忠之,-,-,-,-,-,
1990-03-30,徳間書店,パワーサッカー,-,2,SPT,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-30,アスキー,ベストプレープロ野球Ⅱ,-,5,SLG,"￥6,800","￥7,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-30,イマジニア,井崎脩五郎の競馬必勝学,-,5,ETC,"￥9,800","￥10,000代",0,1,,,,,,,,-,-,-,-,-,
1990-03-30,コナミ,魍魎戦記MADARA(魔陀羅マダラ),-,5,RPG,"￥8,500","￥8,500代",0,1,,,,,,,,-,-,-,-,-,
1990-04-06,アスミック,ディープダンジョンⅣ黒の妖術師,-,5,RPG,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-04-06,ナムコ,デジタルデビル物語女神転生Ⅱ,33,5,RPG,"￥7,800","￥8,000代",0,1,,,,金子一馬,増子司,,,-,-,-,-,-,
1990-04-06,テクモ,忍者龍剣伝Ⅱ暗黒の邪神剣,-,4,ACT,"￥5,900","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-04-07,バンダイ,ウルトラマン倶楽部2帰ってきたウルトラマン倶楽部,-,4,RPG,"￥6,000","￥6,000代",0,1,,,,,,,,-,-,-,-,-,
1990-04-13,バリエ,ガンヘッド新たなる戦い,-,4,SLG,"￥6,500","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-04-13,コナミ,クォース,-,2,PZL,"￥4,900","￥5,000代",0,1,,,WADA 891006|石田和彦,井内洋|鮫島宗治|高野泰,半澤一雄,,,-,-,-,-,-,
1990-04-13,SNK,ゴッドスレイヤーはるか天空のソナタ,-,5,RPG,"￥7,600","￥7,500代",0,1,,河野和人,ぐうゆきお|おかださとる,前田義久,おさかようこ,冨田聖司,河野和人,-,-,-,-,-,
1990-04-20,バンプレスト,SDバトル大相撲平成ヒーロー場所,-,4,ACT,"￥6,300","￥6,500代",0,1,,,,,,,,-,-,-,-,-,
1990-04-20,タイトー,パワーブレイザー,-,4,ACT,"￥5,900","￥6,000代",0,1,,,岩佐俊和,,山下絹代,,,-,-,-,-,-,
1990-04-20,任天堂,ファイアーエムブレム暗黒竜と光の剣,-,5,SLG,"￥6,000","￥6,000代",0,1,,寺崎啓祐,たにまさはる|いまにしまさゆき|吉田康二|ふくらけい,加賀昭三|大澤徹|大西直孝|町田敏|村松敏孝,技術指導:田中宏和|作曲:馬場由佳,加賀昭三,横井軍平,◾黒,-,-,-,-,
1990-04-20,日本物産,黒鉄ヒロシの予想大好き！勝馬伝説,-,4,ETC,"￥8,000","￥8,000代",0,1,,,,,,,,-,-,-,-,-,
1990-04-27,スクウェア,ファイナルファンタジーⅢ,36,6,RPG,"￥8,400","￥8,500代",140,1,,坂口博信,ナーシャ・ジベリ,田中弘道|青木和彦|天野喜孝,植松伸夫,寺田憲史,宮本雅史,⬜白,-,-,-,-,
1990-05-11,ピクセル,影狼伝説,-,4,RPG,"￥6,200","￥6,000代",0,1,,,,,小倉久佳,,,-,-,-,-,-,
1990-05-18,ハドソン,キャッスルクエスト,-,4,ETC,"￥4,900","￥5,000代",0,1,,,,,,,,-,-,-,-,-,
1990-05-18,テクノスジャパン,熱血高校ドッジボール部サッカー編,-,4,SPT,"￥5,900","￥6,000代",0,1,,,とみやまひろこ|熊谷慎太郎|松本康裕,富山徳之|関本弘之|吉田晄浩|小山俊明|根立克行,澤和雄,,,-,-,-,-,-,
1990-05-25,ビクター音楽産業,イースⅡANCIENTYSVANISHEDTHEFINALCHAPTER,-,6,RPG,"￥7,500","￥7,500代",0,1,,,,,,,,-,-,-,-,-,
